formula,probability,confidence
FeMoSe3,0.872583773047837,Medium
Fe(PtO2)2,0.8721002903110225,Medium
Nb2VO4,0.8719484589257026,Medium
Nb2VCl4,0.8712580251389985,Medium
VIF2,0.8712088436308912,Medium
CrSe2Cl,0.8711925702801686,Medium
HfCrO3,0.8707119204106041,Medium
FeWCl3,0.8706810043904442,Medium
FeRuF3,0.8706138791199949,Medium
Hf2MnCl4,0.8702718821350975,Medium
VCoO3,0.8702493745543892,Medium
Mn(WS2)2,0.8697802993851617,Medium
Fe(PdCl2)2,0.869407620767011,Medium
HfMnSe3,0.8691302330679735,Medium
TiCoF3,0.8677669525247028,Medium
TiMnTe3,0.8676595620218203,Medium
VPdF3,0.8676362575182259,Medium
FeI2F,0.8676295477507069,Medium
TiVTe3,0.8670585905584391,Medium
FeBrO2,0.8668120884796968,Medium
CrPtF3,0.8663420293317261,Medium
Hf2VO4,0.8663177935569314,Medium
CrCuTe3,0.8658493769636664,Medium
NiBr2Cl,0.8655809142031372,Medium
TiCoBr3,0.8655316269134113,Medium
Co(PtCl2)2,0.8649300405529569,Medium
TiFeS3,0.8647548769332918,Medium
HfCrBr3,0.8643182157784114,Medium
Co(WO2)2,0.8642730392196645,Medium
ZrCrBr3,0.8642639503442444,Medium
TiFeF3,0.8642605637249565,Medium
CoRuBr3,0.8641836807010209,Medium
Nb2VSe4,0.8636685412709523,Medium
TiVSe3,0.8634895285325144,Medium
VI2F,0.8634657336662935,Medium
Zr2CrBr4,0.8633692338681453,Medium
CoWBr3,0.8633091770158627,Medium
TaCoO3,0.8626269108802831,Medium
MnCuF4,0.8624065873962167,Medium
Ni(MoCl2)2,0.8622040759046687,Medium
CrSO2,0.8621338588128307,Medium
CrS2O,0.8619052529335577,Medium
FeI2O,0.8610539987767801,Medium
FePtI3,0.8610475421126619,Medium
Fe(RuCl2)2,0.8606529202835145,Medium
Hf2VCl4,0.8600675971123043,Medium
CoIBr2,0.8592919817506055,Medium
TiFeCl3,0.8592387687480928,Medium
FePtS3,0.8584237225267557,Medium
VClO2,0.8580832754742781,Medium
Fe2CuTe4,0.8580644161081995,Medium
FeOF2,0.8579302803806227,Medium
NbCoO3,0.8576917970530562,Medium
CrPtBr3,0.8574510248958599,Medium
NiMo2F4,0.8569508234919789,Medium
TaVI3,0.8564692405279782,Medium
HfMnF3,0.8563632898367813,Medium
Cr(MoCl2)2,0.8563576019018707,Medium
CoPtCl3,0.8563404661116264,Medium
Co(PdCl2)2,0.8557398236090106,Medium
FeIF2,0.855028761524142,Medium
Cr(PdI2)2,0.8548973108922304,Medium
Hf2VI4,0.8544046946986303,Medium
Ti(VBr2)2,0.8541142809084876,Medium
CrS2I,0.8540824647827171,Medium
MnTeSe2,0.8539456898945231,Medium
Nb2FeBr4,0.8535673557083636,Medium
MnPtS3,0.8535158669863795,Medium
NbCrI3,0.8533630470601019,Medium
Fe(MoS2)2,0.8527322488971582,Medium
CrTeF2,0.8523508596267613,Medium
Fe(PdO2)2,0.8517775287083599,Medium
VRu2F4,0.85134276569926,Medium
MnPd2F4,0.8508919004826456,Medium
CrPdBr3,0.8508909145870609,Medium
CoRu2F4,0.8507914235911107,Medium
VPd2F4,0.8501066804550269,Medium
VBr2F,0.8495795986576015,Medium
Nb2FeCl4,0.8492172713293523,Medium
NiPd2F4,0.8490738780982442,Medium
CoCuI3,0.8487474292407682,Medium
NbCoI3,0.8486965600363933,Medium
Cr(RuI2)2,0.8485667875110212,Medium
V2Br3,0.8485015080752993,Medium
TiCoSe3,0.8484374258026572,Medium
VBrO2,0.8474184947067098,Medium
Mn(PtS2)2,0.8472418778407583,Medium
Nb2VS4,0.8462508088357995,Medium
CrSeF2,0.8461401959680966,Medium
CoPd2F4,0.8452157835763048,Medium
Ta2FeF4,0.8442496879802729,Medium
NbVCl3,0.8418340598768518,Medium
Co2CuBr4,0.8418202645070247,Medium
Nb2FeTe4,0.8418147009222249,Medium
NbCrS3,0.8415432763024667,Medium
FeS2Br,0.8410487112775858,Medium
Co2NiS4,0.840688230244621,Medium
Hf2CrBr4,0.8403023061401106,Medium
HfCrCl3,0.8398962292570823,Medium
VWBr3,0.839853571789524,Medium
FeTeBr2,0.838375110347467,Medium
Ta2CoO4,0.8382702613339994,Medium
VWCl3,0.8374001525229623,Medium
FeIO2,0.8369672680118583,Medium
VTeCl2,0.8369250730637081,Medium
Nb2CrSe4,0.8367183894410802,Medium
TaVBr3,0.8366161639983536,Medium
Cr(RuS2)2,0.8365563313011286,Medium
MnNbI3,0.8364436460653276,Medium
Mn(RuS2)2,0.8360835337696554,Medium
Zr2MnBr4,0.8350381607954706,Medium
CuNiO3,0.8347638647586859,Medium
Co(MoS2)2,0.8346044319344518,Medium
Nb2CoCl4,0.834126860411908,Medium
ZrMnCl3,0.8339530405409267,Medium
VCoBr4,0.8330091991882458,Medium
ZrCrCl3,0.8326559199045548,Medium
FeRuBr3,0.8324453009725719,Medium
Fe(PtCl2)2,0.8320045168394986,Medium
CrCoF4,0.8319679859516446,Medium
FeSeBr2,0.8318092842033361,Medium
V(PtCl2)2,0.8315417408837262,Medium
CrFeF4,0.8314378261467427,Medium
Nb2CoI4,0.8306740248643792,Medium
NbVBr3,0.8305480354139523,Medium
Ti(VSe2)2,0.8303154481859415,Medium
Ta2MnCl4,0.8301471207058723,Medium
FePtSe3,0.8294105230896328,Medium
CoBrF2,0.8285309758845414,Medium
NbVSe3,0.8280885905379572,Medium
CrTeI2,0.8280195690286845,Medium
Co2Br3,0.8274233055741538,Medium
FeCoF4,0.8272682454619023,Medium
Hf2MnI4,0.8272108571192607,Medium
TiMnSe3,0.8271835712829592,Medium
TaCrO3,0.8264391575142709,Medium
VSeCl2,0.8263341280949377,Medium
Ni(MoO2)2,0.8256873404584829,Medium
TiV2F4,0.8251698612968124,Medium
NiRuCl3,0.824733570578109,Medium
ZrCrO3,0.8244709946529896,Medium
Co2Cl3,0.823751685064914,Medium
MnTeS2,0.8225247347862532,Medium
Ni(WBr2)2,0.8225246748122611,Medium
HfFeO3,0.8223393277675612,Medium
Hf2CrCl4,0.8222833979127833,Medium
V(PdI2)2,0.821713719343465,Medium
Ti(NiBr2)2,0.8211868830918915,Medium
Mn(Te2W)2,0.8202652377930187,Medium
Ni(RuO2)2,0.8201270976662842,Medium
NbVF3,0.8199529008782831,Medium
FeSe2I,0.8198562929040789,Medium
Ni2Br3,0.8195555587913472,Medium
Fe(RuS2)2,0.8193254389420994,Medium
CrRuI3,0.818896054576917,Medium
Ni2Cl3,0.8188309409383258,Medium
V2CuTe4,0.8187722784883191,Medium
VPtCl3,0.8185303123958854,Medium
TiVF3,0.8179348987732291,Medium
VIO2,0.8167358338832492,Medium
FeRuS3,0.8165444876006227,Medium
FeSe2Br,0.8164596257986434,Medium
CoPtBr3,0.8163974456570867,Medium
VSeBr2,0.8162277146995195,Medium
CrMo2F4,0.8157064711391864,Medium
VS2Cl,0.8147602019972394,Medium
Zr2VCl4,0.8146652220427438,Medium
VPdI3,0.8146385891273757,Medium
Hf2CrTe4,0.8144686864714886,Medium
VTeI2,0.8140052592112987,Medium
FeTeCl2,0.8134573473071413,Medium
FePt2F4,0.8131621402791196,Medium
MnTe2Se,0.8128365477792403,Medium
V2I3,0.8126856704892353,Medium
Fe(WI2)2,0.8126440832020363,Medium
Nb2VBr4,0.8116972429388888,Medium
MnTe2S,0.8106230813183766,Medium
Zr2CoCl4,0.8105764098888633,Medium
Hf2VS4,0.810559732106155,Medium
CoNiTe3,0.8105213691308726,Medium
FeTe2Br,0.8101391167946053,Medium
CrTe2F,0.8101099568344488,Medium
TaVS3,0.8092071462823193,Medium
CoMoS3,0.8089081907436074,Medium
TiVI3,0.8085616044196464,Medium
VTe3Pd,0.8084940181400062,Medium
Co2CuF4,0.8079572904124864,Medium
HfVCl3,0.8077097751167694,Medium
FeS2I,0.8075844958564776,Medium
CoNiS3,0.8071748093834492,Medium
VSeI2,0.8068714089656445,Medium
CrWCl3,0.8067687200521111,Medium
HfCrF3,0.8063618808310791,Medium
Cr(PtS2)2,0.8061020107671214,Medium
Ni(PdCl2)2,0.8060390793593979,Medium
Ta2FeI4,0.8058534373724675,Medium
CrRuS3,0.8056794561006273,Medium
CrMoI3,0.805537973375181,Medium
VMoS3,0.8050203340118807,Medium
HfMnTe3,0.805000043754797,Medium
Ta2MnO4,0.8045656472921988,Medium
MnSe2S,0.804379314324302,Medium
CrNiF4,0.8042537018613257,Medium
TiMnS3,0.8042390577258085,Medium
CrTeO2,0.8038031010322216,Medium
CoPt2F4,0.8036713798427388,Medium
CoICl2,0.80317055887141,Medium
TaVO3,0.80314182324587,Medium
CoPdCl3,0.8029629987027403,Medium
Ni(WO2)2,0.802900852823612,Medium
TiV2O4,0.8027959431616518,Medium
CoPtF3,0.8024885775868497,Medium
VWI3,0.8023771226053455,Medium
CoBr2F,0.8020121144099389,Medium
Ta2MnI4,0.8010849578777357,Medium
Ti(NiCl2)2,0.8004159860695805,Medium
V2CuBr4,0.7999866169816398,Low
CrPdO3,0.7999394558833253,Low
FeTe3Mo,0.7991538231373361,Low
FePdSe3,0.7989854124772402,Low
FeTe2Cl,0.7979478706590586,Low
MnTe3Ru,0.7975310824059327,Low
NbVI3,0.7969035527998951,Low
VTe2Br,0.7961534803907616,Low
Fe(WBr2)2,0.7960045351370787,Low
Ta2VO4,0.795607901800376,Low
CrSeO2,0.7954005814540238,Low
CrSe2F,0.794993030953259,Low
Nb2CoS4,0.7948757699282031,Low
CrCuI3,0.7946676998524768,Low
NiPdCl3,0.794442298336861,Low
FeNiTe3,0.7941936353782424,Low
Ta2MnF4,0.7930338595595822,Low
CoPdF3,0.7919780902359589,Low
Hf2FeO4,0.7917794079976032,Low
FeCuBr3,0.7917506940618442,Low
CrSe2I,0.7900887474817383,Low
FeTeI2,0.7900369136620988,Low
Co2F3,0.7898353122906143,Low
TiCoS3,0.7897634389897852,Low
Hf2CoO4,0.7895922395059399,Low
CoRuI3,0.7894410508360683,Low
Ti(MnSe2)2,0.7893221144071383,Low
Ta2FeCl4,0.7890798785071567,Low
CoSBr2,0.7887542127564794,Low
FeS2O,0.7885253802661681,Low
Hf2VF4,0.7882401574897606,Low
CoCl2F,0.787974023990341,Low
ZrCrI3,0.7875792118589681,Low
Co(PtO2)2,0.7873641884204337,Low
V(RuS2)2,0.7867403834453521,Low
CrCuBr4,0.7866491430143513,Low
VTeBr2,0.7866042999716958,Low
ZrFeO3,0.786366228307871,Low
VS2Br,0.7862811665719414,Low
Hf2CrS4,0.7857738835331025,Low
HfMnS3,0.7857633227561911,Low
CrTe2O,0.7857591962697907,Low
CrPtI3,0.78471699209284,Low
Ni2F3,0.7840820087686485,Low
V2Cl3,0.7833687030648171,Low
CuRuO3,0.7833508712236338,Low
VTe2I,0.7831879397898583,Low
CuBrCl2,0.7826402443534858,Low
Mn(MoSe2)2,0.7825665310640421,Low
CrMoS3,0.7824484452937004,Low
NbCrTe3,0.7823244249145382,Low
Co2CuI4,0.7817217699872772,Low
CoClF2,0.7806692930655298,Low
Zr2MnO4,0.7798480268542185,Low
Fe(PdI2)2,0.7790250097928756,Low
Co(RuS2)2,0.7789762730557075,Low
Hf2VBr4,0.7787167622621737,Low
V(Te2Pd)2,0.7786095626893168,Low
Zr2MnI4,0.778030016012223,Low
TaCrSe3,0.7779103986804367,Low
V(RuBr2)2,0.7778328554778814,Low
TaCrI3,0.7775655364339165,Low
HfVTe3,0.777511113842185,Low
CoI2Br,0.7774304312760041,Low
TaCrS3,0.7770893457946468,Low
VRuI3,0.7763985262195131,Low
Fe(Te2Mo)2,0.7760977461791994,Low
Co(WI2)2,0.7752901772548081,Low
Mn(NbTe2)2,0.7740076413051366,Low
VCrF4,0.77324751893994,Low
NbVS3,0.7730837533750985,Low
NiWF3,0.7726746734742242,Low
VCoI4,0.7726452604400157,Low
Cr(Te2Ru)2,0.7724889249615938,Low
CrSe2O,0.7723962035246146,Low
Zr2CrS4,0.7715759364814974,Low
Mn(Te2Pt)2,0.7709721029154847,Low
TiFeTe3,0.7708663787732938,Low
CrTe2I,0.7707586170772696,Low
CoSCl2,0.770602116623292,Low
Ta2FeS4,0.77045125704929,Low
NbCrSe3,0.770214534023007,Low
Ta2VCl4,0.770152435701742,Low
NiI2Cl,0.7686562494420932,Low
VPtSe3,0.7679337662632486,Low
Cr(PtSe2)2,0.767790081273741,Low
Cr(PdBr2)2,0.7672505290083068,Low
NiMoCl3,0.7669793665478685,Low
FeSI2,0.7668576098807384,Low
VTe2Cl,0.7666026438886968,Low
CoWSe3,0.7664352260806923,Low
Ni(PtBr2)2,0.7660937152679107,Low
Cr(PdO2)2,0.7654348673461043,Low
TiCoO3,0.7645226520871901,Low
CoI2Cl,0.7644655181052666,Low
V2CuO4,0.7641162750873741,Low
FeRuI3,0.7640224018252184,Low
Fe(PtI2)2,0.7639001993776838,Low
FeTe3W,0.7632982818123437,Low
Fe(PtBr2)2,0.7631550681600554,Low
Fe(WS2)2,0.7630947683457988,Low
CoWCl3,0.7628352504116003,Low
V(RuI2)2,0.7614327104676671,Low
VMoO3,0.7612448772800432,Low
V2F3,0.7607519049121615,Low
NiIBr2,0.760567947883664,Low
CrCuSe3,0.760185736124756,Low
TiVCl3,0.759432350150437,Low
Co(WCl2)2,0.758193645659507,Low
Cr(Te2Pt)2,0.7577034592232879,Low
V2CuF4,0.7572776911342611,Low
Fe(RuBr2)2,0.7570864469139968,Low
CoMoSe3,0.7565736175170875,Low
Co(WBr2)2,0.7565382317810551,Low
VTe3Ru,0.7558402579496162,Low
VCuCl3,0.7552138278633771,Low
VRuBr3,0.7550109056693298,Low
VFeI4,0.7546569966336025,Low
CrPdI3,0.7540621201780233,Low
NiRuF3,0.7538901867100778,Low
CrCuS3,0.7537744485789619,Low
Fe(WCl2)2,0.7526709695573129,Low
Zr2CoO4,0.7521420639254469,Low
Fe(RuI2)2,0.7518939083911961,Low
NiPdF3,0.751871363053018,Low
TiNiCl3,0.7496672944574079,Low
VPdO3,0.7495557128821709,Low
Nb2CoBr4,0.7492116677836655,Low
CrCuCl4,0.7489952465939431,Low
CoWI3,0.7483907800038522,Low
VRuSe3,0.7476360065381263,Low
Co(RuBr2)2,0.7469699368747981,Low
VS2I,0.7467171625732133,Low
V2CuI4,0.7466754437919984,Low
V(Te2Ru)2,0.7466101930424077,Low
FeTe2I,0.7465862092940976,Low
CoCuS3,0.7463053657719747,Low
Co(WS2)2,0.7451050721892214,Low
V2Te3,0.7447912381077372,Low
HfCrI3,0.7446710432097029,Low
V(RuSe2)2,0.7446503202330798,Low
V(MoCl2)2,0.74354680827279,Low
TiNi2F4,0.7419547619613034,Low
Ti(VS2)2,0.7418606444699316,Low
Hf2NiO4,0.7415338389740213,Low
NiRuBr3,0.7410620603055482,Low
V(PdO2)2,0.7407669001908538,Low
Ta2VF4,0.7405784686230787,Low
NiPt2F4,0.7399550933653424,Low
Hf2MnO4,0.7398157564872971,Low
VTe3Pt,0.7390953599385416,Low
CoMoO3,0.7389557458609551,Low
Ta2CoF4,0.7389415103556888,Low
Hf2NiBr4,0.7386733362414225,Low
HfFeS3,0.7374409269936824,Low
Cu(NiBr2)2,0.7367123413143818,Low
MnRuS3,0.7350982913297195,Low
ZrVTe3,0.7348223480271461,Low
FeTeF2,0.7347062294344516,Low
NiBr2O,0.734664420598294,Low
NiPdO3,0.7342064474625293,Low
CrPtO3,0.7341618845727494,Low
Ti(NiI2)2,0.734149566779664,Low
TiNiI3,0.7338312961913221,Low
V(PtBr2)2,0.733510654792675,Low
Ta2VTe4,0.7329511060929635,Low
HfVI3,0.7325219026621148,Low
Zr2CoF4,0.7322370232248577,Low
Hf2VSe4,0.7319227634991323,Low
Ta2VSe4,0.7315146965363754,Low
V2CuSe4,0.7310486156487565,Low
CrMoO3,0.7304401410658051,Low
Mn(NbS2)2,0.7303631337697257,Low
Zr2CrSe4,0.7301883632707613,Low
FeSO2,0.7288200950372616,Low
FeTeS2,0.728332336259544,Low
VPdSe3,0.7277232273668389,Low
CrWBr3,0.7276580821256979,Low
HfCrS3,0.7272318249778427,Low
FeCuF3,0.7262446153785402,Low
Co(PdO2)2,0.725992703562262,Low
TiVI4,0.7259226067371072,Low
Co(PtI2)2,0.7255177472130361,Low
CoPtI3,0.7254358102712274,Low
Ta2CoCl4,0.7249446489404273,Low
NiPdBr3,0.724808188716322,Low
Ni(PtO2)2,0.7237586770450343,Low
Ta2VI4,0.7235868147606206,Low
HfCoBr3,0.7227496099467977,Low
Mn(Te2Ru)2,0.7225848356284259,Low
V(MoI2)2,0.7224066938016065,Low
Zr2VTe4,0.7222536740863714,Low
NiPtCl3,0.7218378414981409,Low
Co(PtBr2)2,0.7214815201418737,Low
Co(RuI2)2,0.72144409758337,Low
HfVO3,0.7209697106335279,Low
HfCoCl3,0.7209300828286739,Low
VSe2I,0.7206910149068,Low
Zr2CrTe4,0.7199158409503813,Low
HfFeCl3,0.719677132132324,Low
HfVS3,0.7195754135753853,Low
CoIF2,0.7178616284618572,Low
ZrCrS3,0.7177501672323784,Low
VWO3,0.7173636343334581,Low
CrTe3Ru,0.7173149783135514,Low
TiNiBr3,0.7171351535890756,Low
FeTe3Pd,0.7167812157304145,Low
ZrVCl3,0.7158098541920268,Low
TiVBr3,0.7157297724876995,Low
Hf2CrSe4,0.7153125048081894,Low
TiCrI4,0.7141858232037088,Low
VSe2Cl,0.7139865407314047,Low
TiNiO3,0.7137484289029552,Low
CoRuS3,0.7135751882177103,Low
V(PtO2)2,0.7131186568294512,Low
Mn(PdO2)2,0.7128895890944112,Low
VPdBr3,0.712280307802926,Low
CrCuI4,0.712269489596438,Low
Fe(PtS2)2,0.7103970464190078,Low
Ni2I3,0.7101110810240087,Low
VTeF2,0.7097750283957406,Low
Ni(PtCl2)2,0.708804759805202,Low
VNiF4,0.7083386440945454,Low
CuPdO3,0.7082245685921129,Low
V(MoBr2)2,0.7072596350015913,Low
NiMoI3,0.7071352403917404,Low
FeTe3Pt,0.7069519403650493,Low
FeSe2O,0.7064952244494758,Low
TiVS3,0.7060902640939405,Low
ZrFeCl3,0.7059572631400396,Low
VPt2F4,0.7057361768972894,Low
Hf2CoCl4,0.7043829146080814,Low
Co(PdI2)2,0.7043087918156118,Low
VWS3,0.7032742964937072,Low
NiWBr3,0.7031164621335457,Low
Co2NiSe4,0.7030829794767048,Low
NbVO3,0.7026743880645244,Low
Co2NiTe4,0.7025907094806854,Low
Ni(PdO2)2,0.7016796254657135,Low
Co2I3,0.7007194410698084,Low
Hf2NiF4,0.6989451434179723,Low
VPtF3,0.6987837856218165,Low
TaNiBr3,0.698368413611111,Low
TiBrCl2,0.6982290393946771,Low
CoWO3,0.6977824544461623,Low
NiBr2F,0.6977632257925741,Low
Ni(PdBr2)2,0.6974511704028729,Low
VSe2Br,0.6956121092750399,Low
ZrCoF3,0.6948090272329206,Low
V(Te2Pt)2,0.6943596148813057,Low
CoWS3,0.6941959312826721,Low
Cr(RuSe2)2,0.6941696461024373,Low
CoPdBr3,0.6929436640426642,Low
ZrFeBr3,0.6925586663942983,Low
NiRu2F4,0.6924620211946693,Low
CrPtS3,0.6921729775405728,Low
Ti(CoSe2)2,0.6915969163437302,Low
NiI2Br,0.6912676727138022,Low
Ta2MnS4,0.6904379167892529,Low
TiCuO3,0.6900246408484744,Low
Ta2VS4,0.688149247156878,Low
Cu(NiCl2)2,0.6873089556810932,Low
V(PtI2)2,0.6863394957618577,Low
Zr2VI4,0.6859087896841408,Low
V(PdS2)2,0.6857397763670019,Low
HfFeI3,0.6851692446885495,Low
VSeF2,0.6850558551222785,Low
CoCuSe3,0.685010570152901,Low
Ta2CrO4,0.68498674784671,Low
HfVBr3,0.6844967793964162,Low
Zr2NiF4,0.6839643548256961,Low
HfFeBr3,0.6833121742809345,Low
VPtBr3,0.6828026994976214,Low
TiNiF3,0.6824243686680863,Low
Ta2CrF4,0.6816529711603339,Low
V(PdSe2)2,0.6814298743335421,Low
CoBr2O,0.6810207611917748,Low
TaNiCl3,0.6806509785420789,Low
TaNiF3,0.680345354529366,Low
ZrMnO3,0.6792722849527638,Low
Hf2CoF4,0.6788232310664796,Low
CrPdS3,0.6787054572931055,Low
Ti(MoI2)2,0.6782229302749275,Low
Fe(PdBr2)2,0.6778505299568636,Low
Cr(WF2)2,0.6778438530407923,Low
Ni(WI2)2,0.6775316061139774,Low
Fe(Te2W)2,0.6769897573251175,Low
V(PtSe2)2,0.6768719367219853,Low
TiCoTe3,0.6765105960365575,Low
Ni(RuCl2)2,0.67633440020766,Low
HfVF3,0.6760562449920882,Low
ZrFeF3,0.6759988260475498,Low
TaNiI3,0.6756845352852466,Low
VTe2F,0.6747134015071663,Low
Ti(NiO2)2,0.6747121317011767,Low
HfCoO3,0.6740121297921678,Low
VCuTe3,0.6739313733354821,Low
VS2O,0.6731688124873662,Low
Fe(PdS2)2,0.673023306219857,Low
NiMoF3,0.6718472751196286,Low
ZrMnI3,0.6715609787412814,Low
Zr2VF4,0.6711913554216647,Low
HfCrSe3,0.6691773773339873,Low
Hf2CoI4,0.6684170733279321,Low
CoI2F,0.6682588208749917,Low
ZrFeS3,0.6677658426552727,Low
CoCl2O,0.666840444149854,Low
TiRuO3,0.6668201662424653,Low
HfCrTe3,0.6664222676565096,Low
CrPtSe3,0.6662712807336468,Low
HfVSe3,0.665700835748853,Low
Ta2CrCl4,0.6643458689646298,Low
NiPtBr3,0.6635769385213741,Low
VSO2,0.6621946212102529,Low
Ti(CoS2)2,0.662078770643709,Low
NiBrO2,0.6613258584267667,Low
TiCrBr4,0.6610707598411978,Low
TaCrTe3,0.6607337810553009,Low
Ta2VBr4,0.6603838610836333,Low
Mn(WSe2)2,0.6599749772692733,Low
VPtI3,0.6592298159034335,Low
CrTeS2,0.6591908527674271,Low
VTe2O,0.6585467206309755,Low
Ni(RuBr2)2,0.6583615770960088,Low
FeSeO2,0.6575535127497034,Low
Ta2FeBr4,0.6574289210414155,Low
Zr2NiO4,0.6571265992794926,Low
Mn(PdS2)2,0.6568404635290804,Low
CoPdI3,0.6565551461411372,Low
TiRuF3,0.6558499151348393,Low
V(PdBr2)2,0.6554441647324283,Low
Zr2VO4,0.6554185852077875,Low
Ta2CoI4,0.6550189676249059,Low
Zr2NiCl4,0.6548111708292279,Low
VRuS3,0.6542177426285752,Low
ZrVF3,0.6533645256460161,Low
Ta2FeTe4,0.6532924692146674,Low
CuNiF3,0.6530960341912478,Low
NiCl2O,0.6524813610218788,Low
CoPdO3,0.6522647614240907,Low
ZrCrSe3,0.6516795641422306,Low
ZrFeI3,0.6516701128564452,Low
Zr2NiBr4,0.651154348106678,Low
CrSe2S,0.6492053446691272,Low
ZrCrTe3,0.648021533258938,Low
HfNiBr3,0.6465976007507003,Low
Hf2CoS4,0.6465058971935008,Low
VPdS3,0.6464541679337464,Low
Co(PtS2)2,0.6462283810067755,Low
FeCuS3,0.6456487771966115,Low
CrMoSe3,0.6455609758596129,Low
CrRuSe3,0.6453287948480672,Low
VTeO2,0.6430881765949384,Low
Hf2FeS4,0.642681235723562,Low
CrTe2S,0.642621010118727,Low
CrSeS2,0.6420718561153682,Low
V(MoSe2)2,0.6416892284426435,Low
FeTe2O,0.64058608895203,Low
CoPtS3,0.6388972991728646,Low
FeSeF2,0.6383228789260835,Low
Zr2CoI4,0.638053370987666,Low
HfCoF3,0.6365484726267268,Low
ZrCoCl3,0.6364519068820353,Low
TaCuO3,0.6358519945516414,Low
VTeS2,0.6349601007503866,Low
VCuCl4,0.6340381020476259,Low
VTe2S,0.6338788486609135,Low
FeTeSe2,0.6338663021616148,Low
Ni(WCl2)2,0.6327663810634456,Low
ZrVSe3,0.6321372817093829,Low
ZrCoBr3,0.632124389254377,Low
Mn(PtSe2)2,0.6317711793456713,Low
Cr(MoO2)2,0.631486380713893,Low
CuMoBr3,0.6309639061614153,Low
Cr(PdS2)2,0.6309398506304047,Low
Cr(MoS2)2,0.6307650627227762,Low
Cr(Te2Pd)2,0.6297470752068324,Low
HfCoS3,0.6286498883454251,Low
NbNiBr3,0.628523621289569,Low
VCoF4,0.6285184268448819,Low
CrTe3Mo,0.6274015156593292,Low
Ta2CoS4,0.6267929797244856,Low
Cr(Te2Mo)2,0.6264579158041337,Low
Hf2FeI4,0.6247888686909294,Low
CoPtO3,0.624673475559708,Low
Zr2MnF4,0.6236872582127675,Low
Co2O3,0.6236148071790764,Low
HfNiCl3,0.6235890736079649,Low
Hf2NiI4,0.6228548339056499,Low
Ni2O3,0.622783445783649,Low
Hf2MnF4,0.6226451732649368,Low
Nb2NiF4,0.6224116569817705,Low
CuNi2F4,0.6216963676833983,Low
Co(MoSe2)2,0.6214197035121753,Low
HfNiO3,0.6211567933642876,Low
TiWF3,0.6209228927174313,Low
Ta2CrI4,0.6206327105464703,Low
NiICl2,0.6205205457682804,Low
HfCoI3,0.6199488529893951,Low
NiRuI3,0.6194888417347784,Low
Nb2FeSe4,0.6184436957116577,Low
CoS2Br,0.6181111332207202,Low
FeTeO2,0.6169631614762247,Low
MnRuSe3,0.6161579729034705,Low
NiPdI3,0.6154647215661525,Low
CoOF2,0.6150337456882472,Low
CuWF3,0.6136513791825584,Low
FeRuSe3,0.613367918220935,Low
TiPdF3,0.6125454964844895,Low
Hf2NiCl4,0.6120484204438713,Low
TiCrCl4,0.6118278775843075,Low
CuO3,0.6114974154490098,Low
HfFeF3,0.6103385971263867,Low
NiMoO3,0.6097105830934548,Low
TiVO3,0.6093164830381291,Low
CoPtSe3,0.6075465489055365,Low
NiCl2F,0.6071230623048094,Low
NbCuO3,0.6062600065619292,Low
CuPdF3,0.6052154577553505,Low
V2CuS4,0.6039454205511513,Low
VTe2Se,0.6025490377650522,Low
Ni(PdI2)2,0.6021893190427221,Low
Zr2VSe4,0.6012315818262365,Low
Ta2CoBr4,0.6012047650182337,Low
VSeO2,0.6007702066781567,Low
ZrNiO3,0.5998891965638388,Low
CrWI3,0.5988854703798806,Low
NiBrF2,0.5982879998302602,Low
Cr(WCl2)2,0.5977535254587748,Low
Fe(MoSe2)2,0.5973715921615611,Low
ZrFeSe3,0.5968004851765822,Low
Ni(MoS2)2,0.5950170808354699,Low
VCuBr3,0.5948997986773369,Low
TiMoBr3,0.5948110158403284,Low
Nb2NiO4,0.5945519717353822,Low
CrTe3Pd,0.5940944806702103,Low
Fe(Te2Ru)2,0.5928787180151704,Low
V(PtS2)2,0.592182426594183,Low
NiClF2,0.591878017430744,Low
TiRuCl3,0.5914199990555089,Low
ZrVI3,0.5907248824861275,Low
Cr(PdSe2)2,0.5889226130363453,Low
ZrNiF3,0.5881902805932917,Low
NiWO3,0.5873443946888998,Low
CuBr2Cl,0.5871689158853935,Low
VSe2O,0.585550803901235,Low
CoTe3Mo,0.5848465464954447,Low
Hf2CoBr4,0.5809916976860782,Low
Hf2FeF4,0.5806975605313093,Low
Zr2VS4,0.5793177887080191,Low
FeTe2Se,0.5792313716632679,Low
ZrNiBr3,0.5782476685621571,Low
FeTe3Ru,0.5781889182240355,Low
Hf2MnS4,0.5770527342840045,Low
NiPtF3,0.5768634236220249,Low
VMo2F4,0.574277661399111,Low
Zr2VBr4,0.5741598228902255,Low
NbCuBr3,0.5738042522924615,Low
NiI2O,0.5733779127886437,Low
FeCuSe3,0.5731865677752507,Low
VSe2F,0.5727098118701023,Low
VCuO3,0.5718313845539191,Low
CuRuCl3,0.5716093700482978,Low
NiPtO3,0.5706590002696502,Low
VCuF3,0.5698266153535061,Low
NbNiCl3,0.5687831826611128,Low
V2O3,0.5687645153889764,Low
Ti(MoCl2)2,0.5683759368742229,Low
Ti(CoTe2)2,0.5677589780909379,Low
Ni(PtI2)2,0.5666145440173916,Low
VPtO3,0.566103938593995,Low
